Num_episodes_per_map,Num_Robots,Base_Station,Avg_Reward,Std_Reward,Avg_Num_Disconnects,Std_Num_Disconnects,Avg_Connection_Percent,Avg_Time,Std_Time,Communication_Ratio,Avg_Duration_Steps,Std_Duration_Steps,Avg_Coverage_Percent,Std_Coverage_Percent
10,20,False,1726.65,649.60083533689,8.73,37.6369378960135,99,51.0839278123095,14.4503085810471,38.2,874.31,247.251717809846,99.62,0.444068520954373
