Num_episodes_per_map,Num_Robots,Base_Station,Avg_Reward,Std_Reward,Avg_Num_Disconnects,Std_Num_Disconnects,Avg_Connection_Percent,Avg_Time,Std_Time,Communication_Ratio,Avg_Duration_Steps,Std_Duration_Steps,Avg_Coverage_Percent,Std_Coverage_Percent
10,20,False,-5773.22,2010.7275494033,736.72,174.552160506466,22.53,55.1410754607564,9.96781412441862,0,951.01,171.868273310525,99.18,1.3999045464167
