Episode,Makespan,Coverage,Communication_Ratio,Inference_Time_ms
196,1000,96.64,97.3,12779.57
197,1000,97.28,99.8,12513.27
198,1000,93.28,96.9,12447.14
199,1000,98.72,96.3,12438.35
200,1000,83.36,99.3,12506.08
201,1000,96.48,99.8,12468.24
202,1000,96.32,97.2,12402.73
203,1000,97.6,56.8,12432.82
204,1000,94.88,98.6,12409.44
205,1000,99.36,99.3,12478.17
206,1000,94.4,99.8,12438.99
207,1000,99.52,99.7,12455.12
208,1000,95.36,99.8,12355.12
209,1000,98.24,97.5,12637.46
210,1000,95.36,98.4,12500.93
211,1000,95.2,85.9,12476.1
212,1000,98.08,97.0,12556.07
213,1000,96.8,94.2,12704.61
214,1000,98.24,99.8,12551.42
215,1000,95.36,99.2,12913.22
216,1000,96.8,100.0,12410.56
217,1000,95.2,98.6,12444.21
218,1000,98.24,99.3,12377.0
219,691,100.0,98.12,8522.46
220,1000,97.76,98.9,12378.62
221,1000,96.64,100.0,12446.29
222,1000,98.56,96.6,12465.58
223,1000,98.56,88.7,12759.16
224,1000,98.24,94.3,12411.15
225,1000,90.72,100.0,12443.67
226,1000,98.4,99.6,12804.73
227,1000,96.64,99.6,12493.44
228,1000,96.0,95.6,12505.14
229,1000,89.44,97.1,12417.12
230,1000,92.64,98.4,12620.41
231,1000,97.44,98.8,12433.28
232,1000,96.32,96.5,12623.14
233,1000,96.16,99.6,12669.69
234,1000,96.32,99.9,12534.34
235,1000,97.28,98.4,12798.75
236,1000,99.04,42.7,12413.23
237,1000,95.68,93.0,12385.36
238,1000,97.44,97.2,12473.16
239,1000,96.8,99.2,12905.07
240,1000,97.6,73.6,12643.67
241,1000,97.6,81.3,12659.57
242,1000,98.4,100.0,12639.23
243,1000,99.52,97.4,12778.91
244,1000,97.28,100.0,13594.12
245,1000,98.88,97.4,16000.46
246,1000,92.32,94.4,14507.31
247,1000,97.92,99.9,13447.82
248,1000,92.96,94.6,13577.47
249,1000,96.96,99.8,13851.26
250,1000,96.0,90.4,12953.83
251,1000,98.24,98.7,13163.23
252,1000,99.36,99.4,12900.9
253,1000,95.04,98.7,12158.05
254,1000,93.92,96.5,12638.57
255,1000,98.72,99.4,13360.34
256,1000,98.24,98.9,13027.44
257,1000,98.08,95.9,12665.64
258,1000,96.8,96.6,13149.42
259,1000,97.6,100.0,13200.0
260,1000,98.4,96.4,13410.1
261,1000,98.56,99.0,13559.22
262,1000,95.36,99.6,14189.1
263,1000,97.28,98.5,13698.51
264,1000,97.12,100.0,13890.27
265,1000,95.52,97.5,14289.66
266,1000,97.28,98.5,14525.08
267,1000,95.52,99.3,13816.96
268,1000,90.24,97.8,13610.07
269,1000,98.88,98.2,14065.54
270,1000,98.08,94.5,14142.05
271,1000,93.76,100.0,14252.23
272,1000,96.8,87.5,15665.83
273,1000,94.56,98.0,13852.84
274,1000,98.72,93.1,14149.88
275,1000,98.72,97.1,13977.61
276,1000,95.36,100.0,13539.82
277,1000,98.56,98.7,13177.03
278,1000,96.64,98.1,13953.98
279,1000,94.72,76.6,13289.89
280,1000,99.52,100.0,12733.74
281,1000,95.36,100.0,12273.68
282,1000,95.52,97.5,12630.07
283,1000,98.4,95.1,13328.9
284,1000,96.48,98.7,13419.12
285,1000,92.8,93.6,13033.97
286,1000,94.08,78.8,13280.52
287,1000,97.28,98.5,12945.13
288,1000,97.6,99.2,12808.86
289,1000,98.56,98.8,12770.54
290,1000,96.64,98.0,12148.87
291,1000,98.24,100.0,12429.97
292,1000,95.04,99.7,13122.67
293,1000,99.04,100.0,13328.13
294,1000,95.84,96.7,13540.75
295,1000,98.08,97.4,12926.44
296,1000,97.44,97.3,12919.58
297,1000,96.48,95.1,12678.84
298,1000,97.76,98.5,13025.72
299,1000,96.64,99.4,13320.12
300,1000,97.92,98.9,12330.24
301,1000,95.04,99.5,12787.33
302,1000,96.16,99.9,12917.5
303,1000,97.6,99.9,13274.6
304,1000,96.16,99.2,13862.69
305,1000,96.96,99.1,13128.77
306,1000,97.44,99.6,13002.54
307,1000,96.96,99.4,13063.49
308,1000,95.52,99.7,12848.06
309,1000,99.04,99.6,13361.09
310,1000,99.04,93.8,13438.65
311,1000,93.76,91.1,12826.45
312,1000,95.04,100.0,12863.05
313,1000,96.96,99.0,12717.72
314,1000,98.24,97.6,13371.19
315,1000,97.28,97.1,12860.32
316,1000,96.64,99.7,12721.1
317,1000,98.08,98.8,13161.63
318,1000,99.2,99.7,12847.18
319,1000,95.84,98.8,12386.15
320,1000,96.96,99.1,13006.96
321,1000,96.64,98.3,12657.71
322,1000,92.48,96.3,12800.13
323,1000,96.48,44.7,12376.82
324,1000,95.2,30.5,13710.76
325,1000,97.6,99.9,13552.0
326,1000,98.4,98.3,13231.21
327,1000,96.64,34.9,13232.38
328,1000,98.24,98.1,13123.02
329,1000,98.08,100.0,13473.0
330,1000,95.52,100.0,13439.76
331,1000,97.44,77.1,13264.82
332,1000,97.12,100.0,12592.39
333,1000,98.08,99.8,12480.89
334,1000,97.76,100.0,12769.33
335,1000,99.04,99.0,13605.8
336,1000,91.52,99.9,12941.01
337,1000,97.92,98.3,12689.58
338,1000,98.08,99.1,12651.13
339,1000,96.48,99.9,13005.4
340,1000,96.0,97.1,12961.66
341,1000,97.6,99.9,12852.72
342,1000,99.04,96.8,13236.96
343,1000,95.2,99.7,14116.68
344,1000,99.04,90.7,13623.89
345,1000,99.36,97.3,13833.56
346,1000,98.24,99.9,13455.47
347,1000,98.72,99.9,13679.53
348,1000,97.76,99.3,13756.99
349,1000,98.08,93.8,14137.59
350,1000,97.76,95.1,13433.58
351,1000,96.32,99.0,12743.1
352,1000,98.4,98.4,13290.76
353,1000,96.32,97.2,12850.26
354,1000,95.68,77.0,13306.01
355,1000,95.36,99.8,13188.99
356,1000,97.92,100.0,13170.74
357,1000,89.92,99.9,13978.75
358,1000,95.68,94.9,13831.92
359,1000,99.2,99.6,13697.08
360,1000,87.04,100.0,13583.68
361,1000,96.0,94.1,13580.38
362,1000,97.44,98.9,13668.16
363,1000,96.16,98.2,13563.62
364,1000,98.56,99.6,13753.6
365,1000,78.08,100.0,13773.74
366,1000,94.08,97.9,13159.04
367,1000,88.64,95.9,13151.41
368,1000,97.6,99.3,12885.33
369,1000,96.48,100.0,12317.18
370,1000,96.0,97.2,12944.93
371,1000,98.72,99.2,12911.2
372,1000,98.72,98.4,12669.36
373,1000,98.4,84.7,12257.71
374,1000,96.16,91.7,12510.87
375,1000,97.44,98.9,12606.12
376,1000,97.12,100.0,13147.57
377,1000,98.4,89.3,12615.95
378,1000,98.88,99.1,12860.71
379,1000,97.6,97.2,13744.36
380,1000,96.8,97.0,13220.77
381,1000,98.56,99.5,13326.93
382,1000,94.24,99.9,13640.45
383,1000,92.96,100.0,13921.88
384,1000,95.52,98.6,13017.42
385,1000,97.28,99.5,13358.25
386,1000,97.76,99.4,13228.49
387,1000,97.28,95.9,13333.03
388,1000,97.92,98.1,12191.73
389,1000,97.92,95.7,13032.4
390,1000,96.8,83.4,12836.24
391,1000,97.6,99.8,12662.42
392,1000,98.88,95.1,12711.89
393,1000,97.12,99.2,13133.17
394,1000,98.72,96.4,12860.85
395,1000,97.6,100.0,13848.93
396,1000,96.16,99.3,14621.56
397,1000,98.4,99.7,13565.82
398,1000,97.92,99.4,13992.62
399,1000,97.44,97.8,13727.58
400,1000,99.36,89.6,13447.79
401,1000,98.4,90.3,13584.44
402,1000,97.44,100.0,13565.23
403,1000,97.6,99.8,13586.63
404,1000,97.28,99.1,13829.94
405,1000,95.36,93.6,13764.76
406,1000,98.24,100.0,13480.08
407,1000,96.16,100.0,13659.64
408,1000,98.08,100.0,13482.02
409,1000,96.48,100.0,13798.36
410,1000,97.12,98.9,13751.19
411,1000,98.88,98.7,14358.74
412,1000,98.56,99.8,13844.49
413,1000,97.12,86.9,13621.74
414,1000,98.08,97.3,13488.73
415,1000,96.8,100.0,13776.95
416,1000,93.44,93.8,13738.58
417,1000,94.24,99.5,14138.66
418,1000,98.08,92.2,13844.79
419,1000,97.6,100.0,13839.85
420,1000,99.2,99.5,13791.33
421,1000,98.4,99.8,13774.68
422,1000,96.8,80.7,13849.19
423,1000,96.8,98.7,13850.28
424,1000,95.2,96.2,13650.62
425,1000,97.6,99.5,13600.21
426,1000,92.96,99.8,13675.72
427,1000,95.52,96.3,13623.17
428,1000,98.24,99.9,13644.52
429,1000,96.96,99.8,13643.32
430,1000,96.64,97.1,13872.29
431,1000,94.88,99.8,13749.41
432,1000,97.12,99.9,13532.96
433,1000,90.24,97.7,13625.33
434,1000,97.12,99.4,13825.5
435,1000,96.16,99.4,13801.82
436,1000,97.92,98.8,13769.95
437,1000,97.28,79.0,13489.66
438,1000,97.6,97.7,13586.76
439,1000,98.56,95.4,13576.61
440,1000,98.56,98.7,13798.27
441,1000,98.4,100.0,13797.38
442,1000,97.92,99.6,13627.62
443,1000,94.08,99.9,13684.95
444,1000,98.72,73.8,13464.56
445,1000,97.44,92.6,13713.18
446,1000,97.12,96.3,13711.08
447,1000,96.8,99.7,13576.54
448,1000,98.4,99.7,13548.72
449,1000,97.92,99.5,13703.64
450,1000,96.0,100.0,13656.3
451,1000,98.4,92.4,13714.03
452,1000,96.96,99.9,13906.96
453,1000,93.6,97.6,13658.13
454,1000,97.12,99.1,13658.4
455,1000,96.32,98.9,13643.45
456,1000,95.36,99.8,13698.71
457,1000,95.84,98.8,14137.44
458,1000,96.96,97.3,13816.54
459,1000,98.88,99.8,13849.12
460,1000,93.6,97.3,13615.67
461,1000,97.76,98.8,13638.99
462,1000,97.92,95.4,13571.34
463,1000,98.4,100.0,13967.62
464,1000,99.52,99.8,13970.69
465,1000,98.88,99.7,13526.95
466,1000,71.36,99.4,13870.79
467,1000,96.16,96.1,13838.39
468,1000,98.08,82.3,13854.06
469,1000,98.4,98.9,13541.49
470,1000,97.12,99.6,13742.52
471,1000,98.4,98.8,13576.73
472,1000,99.2,98.1,13756.11
473,1000,96.0,96.9,13800.51
474,1000,97.92,99.6,14088.02
475,1000,95.84,98.1,13758.2
476,1000,99.68,98.3,13948.48
477,1000,91.84,99.9,13589.91
478,1000,99.2,99.0,13589.36
479,1000,96.8,94.3,13864.56
480,1000,96.64,97.7,13992.77
481,1000,99.52,72.6,13747.03
482,1000,94.08,75.6,13763.31
483,1000,94.4,98.8,13883.99
484,1000,96.0,93.5,13724.79
485,1000,97.76,100.0,14164.39
486,1000,98.72,100.0,14116.37
487,1000,98.88,99.1,13871.24
488,1000,93.44,92.6,14541.86
489,1000,98.24,99.9,14472.65
490,1000,97.44,95.5,13304.51
491,1000,98.24,98.0,12908.86
492,1000,96.96,91.3,12761.23
493,1000,96.8,93.9,13584.7
494,1000,97.76,98.3,13990.08
495,1000,97.44,99.7,13514.41
496,1000,95.04,97.3,13757.75
497,1000,97.28,98.4,13678.12
498,1000,97.92,95.7,13845.06
499,1000,97.6,98.9,13895.42
500,1000,97.92,99.1,13903.57
