Episode,Disconnect_Start,Disconnect_End,Steps_Broken
322,237,240.0,3
322,241,242.0,1
322,244,245.0,1
322,727,728.0,1
322,731,732.0,1
323,41,42.0,1
324,56,57.0,1
325,339,340.0,1
325,341,342.0,1
325,973,974.0,1
326,92,93.0,1
326,110,111.0,1
326,117,119.0,2
326,122,125.0,3
326,126,153.0,27
326,176,178.0,2
327,38,40.0,2
327,41,42.0,1
327,43,51.0,8
327,59,65.0,6
327,66,67.0,1
327,68,71.0,3
327,77,81.0,4
327,82,83.0,1
327,84,97.0,13
327,107,110.0,3
327,113,114.0,1
327,134,135.0,1
327,478,479.0,1
327,600,601.0,1
328,41,42.0,1
328,133,134.0,1
328,529,530.0,1
329,72,74.0,2
329,765,766.0,1
330,85,86.0,1
330,245,246.0,1
330,247,248.0,1
330,264,265.0,1
330,634,635.0,1
330,639,640.0,1
330,641,642.0,1
330,671,673.0,2
330,674,675.0,1
330,938,939.0,1
332,78,81.0,3
332,145,146.0,1
333,57,59.0,2
333,60,61.0,1
333,66,68.0,2
333,99,105.0,6
333,106,110.0,4
333,146,147.0,1
333,152,154.0,2
334,110,111.0,1
335,42,44.0,2
335,74,75.0,1
335,79,81.0,2
335,93,95.0,2
335,97,99.0,2
336,830,831.0,1
337,32,33.0,1
337,41,45.0,4
337,48,49.0,1
337,72,73.0,1
338,124,125.0,1
338,548,549.0,1
339,272,274.0,2
339,279,282.0,3
339,819,820.0,1
341,37,38.0,1
341,447,448.0,1
341,747,749.0,2
342,43,45.0,2
342,51,52.0,1
342,99,104.0,5
342,117,118.0,1
342,140,142.0,2
342,148,151.0,3
342,152,155.0,3
342,159,164.0,5
342,165,185.0,20
342,197,205.0,8
342,212,213.0,1
342,214,216.0,2
342,235,236.0,1
342,238,239.0,1
342,240,241.0,1
342,281,282.0,1
343,154,155.0,1
343,171,172.0,1
343,182,183.0,1
343,184,186.0,2
343,351,353.0,2
344,105,107.0,2
344,108,109.0,1
344,186,187.0,1
344,190,191.0,1
344,247,248.0,1
344,476,478.0,2
344,677,678.0,1
344,716,717.0,1
344,725,726.0,1
344,727,728.0,1
344,729,730.0,1
344,732,734.0,2
344,735,737.0,2
344,741,742.0,1
344,743,,0
345,50,51.0,1
346,25,26.0,1
346,30,31.0,1
346,110,111.0,1
346,153,154.0,1
346,206,208.0,2
346,922,923.0,1
347,66,67.0,1
348,533,534.0,1
348,667,668.0,1
349,27,29.0,2
349,59,60.0,1
350,182,183.0,1
350,219,220.0,1
350,263,264.0,1
351,63,64.0,1
352,81,85.0,4
352,552,553.0,1
352,633,634.0,1
352,639,640.0,1
353,42,44.0,2
353,66,67.0,1
353,273,274.0,1
354,58,59.0,1
354,142,144.0,2
354,147,153.0,6
354,154,156.0,2
354,158,159.0,1
354,190,193.0,3
354,208,209.0,1
354,224,225.0,1
354,471,472.0,1
354,527,528.0,1
354,771,772.0,1
354,773,774.0,1
356,44,47.0,3
357,213,216.0,3
357,231,232.0,1
357,239,246.0,7
357,345,349.0,4
357,366,367.0,1
357,670,671.0,1
357,676,677.0,1
357,687,688.0,1
357,705,706.0,1
357,707,708.0,1
357,709,710.0,1
358,67,68.0,1
358,75,76.0,1
358,77,79.0,2
358,166,168.0,2
358,173,176.0,3
359,29,31.0,2
359,40,41.0,1
359,64,66.0,2
359,72,74.0,2
363,45,50.0,5
364,134,138.0,4
364,935,936.0,1
364,940,941.0,1
365,32,42.0,10
365,80,82.0,2
365,88,91.0,3
365,93,96.0,3
365,112,114.0,2
365,177,178.0,1
365,209,216.0,7
365,263,268.0,5
365,270,272.0,2
365,373,374.0,1
365,375,376.0,1
365,381,382.0,1
365,391,394.0,3
366,57,60.0,3
366,355,356.0,1
366,674,675.0,1
367,208,211.0,3
367,216,223.0,7
367,228,231.0,3
367,234,235.0,1
367,247,249.0,2
367,252,253.0,1
367,257,258.0,1
367,262,263.0,1
367,264,265.0,1
367,690,691.0,1
367,826,827.0,1
368,110,111.0,1
368,288,289.0,1
368,322,323.0,1
368,801,802.0,1
369,72,73.0,1
369,80,81.0,1
369,120,121.0,1
369,131,132.0,1
369,159,160.0,1
369,492,493.0,1
369,497,498.0,1
369,509,512.0,3
369,513,514.0,1
369,515,522.0,7
370,58,59.0,1
370,246,249.0,3
370,280,281.0,1
370,287,288.0,1
372,265,266.0,1
373,52,53.0,1
373,65,273.0,208
374,62,63.0,1
374,140,141.0,1
374,186,188.0,2
374,190,191.0,1
374,196,199.0,3
374,200,201.0,1
374,394,395.0,1
374,404,405.0,1
374,412,413.0,1
374,416,417.0,1
374,418,419.0,1
374,436,437.0,1
374,633,634.0,1
375,23,25.0,2
375,26,27.0,1
375,29,33.0,4
375,36,37.0,1
375,53,54.0,1
377,53,54.0,1
377,55,56.0,1
377,114,117.0,3
377,119,120.0,1
377,125,126.0,1
377,210,211.0,1
377,756,757.0,1
377,778,779.0,1
377,780,781.0,1
377,783,784.0,1
377,785,786.0,1
377,850,851.0,1
377,852,853.0,1
377,866,867.0,1
377,895,896.0,1
378,285,286.0,1
378,290,291.0,1
378,542,543.0,1
378,545,546.0,1
378,547,549.0,2
378,551,557.0,6
378,585,586.0,1
379,61,64.0,3
379,65,67.0,2
379,84,85.0,1
379,132,133.0,1
379,142,146.0,4
379,148,161.0,13
379,282,292.0,10
379,318,319.0,1
380,90,91.0,1
380,415,416.0,1
380,945,951.0,6
381,58,59.0,1
381,140,142.0,2
381,160,161.0,1
382,40,44.0,4
382,233,235.0,2
382,244,245.0,1
382,653,654.0,1
382,659,660.0,1
382,663,664.0,1
382,738,740.0,2
382,741,742.0,1
382,790,791.0,1
383,87,94.0,7
383,342,343.0,1
383,420,421.0,1
383,424,425.0,1
383,656,658.0,2
383,660,661.0,1
383,683,684.0,1
383,715,716.0,1
384,184,186.0,2
384,192,193.0,1
384,204,205.0,1
384,211,212.0,1
384,216,219.0,3
384,220,221.0,1
384,222,223.0,1
384,226,227.0,1
384,228,229.0,1
384,230,231.0,1
384,235,237.0,2
384,552,553.0,1
384,570,571.0,1
385,36,37.0,1
385,96,97.0,1
385,502,504.0,2
385,579,581.0,2
385,707,708.0,1
386,188,189.0,1
387,31,33.0,2
387,78,79.0,1
387,80,81.0,1
387,94,96.0,2
387,164,166.0,2
387,167,169.0,2
387,512,513.0,1
387,514,515.0,1
387,595,596.0,1
387,600,603.0,3
387,623,624.0,1
387,664,666.0,2
387,669,670.0,1
387,672,674.0,2
387,676,678.0,2
387,682,687.0,5
387,690,692.0,2
388,65,66.0,1
388,69,70.0,1
388,76,77.0,1
389,45,47.0,2
389,50,52.0,2
389,107,108.0,1
389,556,557.0,1
389,563,564.0,1
389,681,682.0,1
389,907,908.0,1
390,44,45.0,1
391,296,297.0,1
391,765,766.0,1
391,807,808.0,1
392,71,76.0,5
392,207,213.0,6
392,263,264.0,1
392,515,516.0,1
392,737,738.0,1
392,976,979.0,3
392,988,989.0,1
393,111,112.0,1
394,38,40.0,2
395,57,64.0,7
395,67,68.0,1
395,75,76.0,1
395,79,80.0,1
395,171,172.0,1
395,181,187.0,6
395,188,189.0,1
395,190,192.0,2
395,194,209.0,15
395,212,213.0,1
395,216,217.0,1
395,236,240.0,4
395,245,247.0,2
395,373,374.0,1
395,391,394.0,3
395,405,406.0,1
396,88,89.0,1
396,390,391.0,1
399,46,48.0,2
399,51,52.0,1
399,54,55.0,1
400,50,51.0,1
400,130,131.0,1
400,396,400.0,4
400,484,485.0,1
400,489,490.0,1
400,517,519.0,2
400,985,986.0,1
401,32,33.0,1
401,208,209.0,1
401,210,211.0,1
401,830,831.0,1
401,846,849.0,3
401,854,855.0,1
402,110,111.0,1
402,124,125.0,1
402,448,451.0,3
402,490,494.0,4
403,92,95.0,3
403,97,99.0,2
403,239,240.0,1
403,843,844.0,1
404,285,287.0,2
404,292,293.0,1
404,295,296.0,1
404,299,300.0,1
404,304,306.0,2
404,309,310.0,1
404,311,312.0,1
404,320,321.0,1
404,746,747.0,1
404,748,749.0,1
405,152,156.0,4
405,162,167.0,5
407,59,64.0,5
408,275,276.0,1
408,286,290.0,4
408,293,296.0,3
408,671,672.0,1
408,693,694.0,1
408,696,698.0,2
408,990,994.0,4
410,38,39.0,1
410,42,43.0,1
410,63,65.0,2
410,66,67.0,1
410,93,95.0,2
410,180,181.0,1
411,177,178.0,1
411,181,183.0,2
411,185,186.0,1
411,200,204.0,4
411,205,206.0,1
411,211,212.0,1
411,213,214.0,1
411,219,221.0,2
411,228,230.0,2
411,232,233.0,1
411,235,236.0,1
411,306,308.0,2
411,309,310.0,1
411,330,331.0,1
412,61,62.0,1
412,181,182.0,1
413,40,41.0,1
413,94,95.0,1
413,173,176.0,3
415,200,201.0,1
416,108,111.0,3
416,129,130.0,1
416,326,328.0,2
416,330,331.0,1
416,332,333.0,1
416,491,492.0,1
416,550,553.0,3
416,555,558.0,3
416,560,561.0,1
416,562,563.0,1
416,564,566.0,2
416,593,594.0,1
416,760,761.0,1
416,776,777.0,1
417,649,650.0,1
418,255,256.0,1
418,274,281.0,7
418,282,285.0,3
418,363,364.0,1
419,151,171.0,20
419,186,188.0,2
419,196,206.0,10
419,234,235.0,1
419,239,241.0,2
419,245,252.0,7
420,72,73.0,1
420,100,101.0,1
420,104,105.0,1
420,310,311.0,1
420,641,642.0,1
420,643,645.0,2
421,189,190.0,1
421,468,469.0,1
421,471,476.0,5
421,477,478.0,1
421,650,651.0,1
421,667,668.0,1
422,83,84.0,1
422,109,110.0,1
422,116,118.0,2
422,128,131.0,3
424,44,45.0,1
424,49,51.0,2
424,52,53.0,1
424,65,70.0,5
424,74,106.0,32
424,116,121.0,5
424,122,124.0,2
424,125,130.0,5
424,133,134.0,1
424,135,137.0,2
424,140,141.0,1
424,162,163.0,1
424,168,169.0,1
424,310,311.0,1
426,43,44.0,1
426,45,46.0,1
426,49,60.0,11
426,62,63.0,1
426,121,122.0,1
426,123,124.0,1
426,137,140.0,3
426,174,175.0,1
426,595,596.0,1
427,86,87.0,1
427,183,186.0,3
427,190,191.0,1
427,453,454.0,1
427,460,464.0,4
427,931,932.0,1
428,57,60.0,3
428,221,222.0,1
429,30,32.0,2
429,33,39.0,6
429,42,44.0,2
429,46,47.0,1
430,126,129.0,3
430,131,132.0,1
430,146,148.0,2
430,316,317.0,1
431,38,39.0,1
431,57,58.0,1
431,62,65.0,3
431,66,67.0,1
431,273,274.0,1
431,275,276.0,1
432,85,86.0,1
433,210,211.0,1
433,212,213.0,1
433,583,584.0,1
433,597,598.0,1
433,599,600.0,1
433,674,675.0,1
433,676,677.0,1
433,732,733.0,1
433,734,735.0,1
433,736,738.0,2
435,854,855.0,1
435,856,857.0,1
436,38,39.0,1
436,76,77.0,1
436,103,105.0,2
437,293,294.0,1
437,308,309.0,1
438,38,40.0,2
438,614,615.0,1
438,616,617.0,1
439,272,273.0,1
439,277,279.0,2
440,71,73.0,2
440,432,433.0,1
440,465,,0
441,312,313.0,1
442,59,60.0,1
442,61,62.0,1
442,65,67.0,2
442,235,236.0,1
442,238,240.0,2
443,552,554.0,2
443,641,642.0,1
444,40,45.0,5
444,74,75.0,1
444,77,79.0,2
445,52,54.0,2
445,55,58.0,3
445,59,60.0,1
445,196,197.0,1
445,499,500.0,1
445,562,564.0,2
448,190,191.0,1
448,261,262.0,1
448,597,598.0,1
448,838,840.0,2
449,277,278.0,1
449,303,304.0,1
450,460,461.0,1
451,69,70.0,1
451,71,72.0,1
451,152,153.0,1
451,291,293.0,2
451,945,946.0,1
452,63,64.0,1
452,68,70.0,2
452,89,90.0,1
453,35,41.0,6
453,180,181.0,1
453,307,310.0,3
454,607,608.0,1
454,613,614.0,1
455,58,59.0,1
455,60,62.0,2
455,546,547.0,1
455,548,549.0,1
455,779,782.0,3
456,79,80.0,1
456,217,218.0,1
456,229,230.0,1
457,36,37.0,1
457,354,355.0,1
458,106,107.0,1
458,126,128.0,2
458,129,130.0,1
458,132,133.0,1
459,125,126.0,1
459,131,134.0,3
460,45,46.0,1
460,204,206.0,2
460,208,211.0,3
460,214,215.0,1
460,216,217.0,1
461,29,39.0,10
461,50,51.0,1
461,53,56.0,3
461,158,159.0,1
461,167,168.0,1
462,68,69.0,1
463,294,300.0,6
464,164,165.0,1
464,168,170.0,2
465,230,246.0,16
465,312,313.0,1
465,521,522.0,1
465,523,524.0,1
465,679,683.0,4
466,448,449.0,1
466,450,452.0,2
467,117,118.0,1
467,196,197.0,1
468,57,59.0,2
468,67,68.0,1
468,71,72.0,1
469,84,86.0,2
470,703,704.0,1
471,277,278.0,1
471,284,285.0,1
471,292,293.0,1
472,83,84.0,1
472,102,104.0,2
472,111,113.0,2
472,847,848.0,1
473,18,19.0,1
473,63,64.0,1
473,75,76.0,1
473,295,296.0,1
473,367,368.0,1
473,445,446.0,1
473,551,552.0,1
473,564,565.0,1
473,568,569.0,1
473,644,645.0,1
473,649,650.0,1
473,653,655.0,2
474,22,27.0,5
474,64,67.0,3
474,137,138.0,1
474,592,593.0,1
474,877,880.0,3
474,881,882.0,1
474,915,916.0,1
474,917,922.0,5
477,96,97.0,1
477,102,103.0,1
477,104,105.0,1
477,331,346.0,15
477,462,463.0,1
477,474,475.0,1
477,707,714.0,7
478,34,35.0,1
478,41,43.0,2
478,819,823.0,4
479,38,40.0,2
479,41,42.0,1
479,43,48.0,5
481,263,264.0,1
481,284,285.0,1
481,290,291.0,1
481,327,328.0,1
481,356,357.0,1
481,434,435.0,1
482,47,48.0,1
483,66,67.0,1
483,74,75.0,1
483,144,145.0,1
484,23,24.0,1
485,69,72.0,3
485,75,77.0,2
485,79,80.0,1
485,84,85.0,1
485,87,92.0,5
485,190,214.0,24
485,215,230.0,15
485,233,234.0,1
485,248,249.0,1
485,252,253.0,1
485,266,267.0,1
485,320,324.0,4
485,325,326.0,1
485,391,392.0,1
485,531,532.0,1
485,668,670.0,2
485,673,674.0,1
485,688,689.0,1
485,756,760.0,4
485,769,771.0,2
486,81,82.0,1
486,616,617.0,1
486,639,640.0,1
486,647,649.0,2
486,650,653.0,3
486,860,861.0,1
486,863,864.0,1
487,259,260.0,1
488,43,44.0,1
488,46,47.0,1
488,277,278.0,1
488,279,280.0,1
488,287,288.0,1
488,290,291.0,1
488,293,294.0,1
488,730,731.0,1
488,732,733.0,1
488,925,926.0,1
489,48,49.0,1
489,139,141.0,2
489,145,147.0,2
489,632,633.0,1
489,700,701.0,1
489,926,927.0,1
490,38,41.0,3
490,47,49.0,2
490,103,104.0,1
490,105,106.0,1
490,109,110.0,1
490,392,393.0,1
490,394,398.0,4
490,400,404.0,4
490,407,411.0,4
490,688,689.0,1
490,832,838.0,6
492,207,209.0,2
492,247,248.0,1
492,253,264.0,11
492,265,266.0,1
492,267,268.0,1
492,269,270.0,1
492,283,285.0,2
492,288,289.0,1
492,290,294.0,4
492,295,299.0,4
492,301,302.0,1
492,423,425.0,2
492,503,504.0,1
492,506,507.0,1
492,533,534.0,1
492,536,538.0,2
492,546,547.0,1
492,598,601.0,3
492,689,692.0,3
492,901,902.0,1
492,980,981.0,1
493,71,75.0,4
493,247,248.0,1
493,714,716.0,2
493,719,720.0,1
494,50,52.0,2
494,53,54.0,1
494,132,133.0,1
494,953,954.0,1
496,580,581.0,1
496,583,584.0,1
496,736,737.0,1
497,56,59.0,3
497,61,62.0,1
498,86,87.0,1
498,215,217.0,2
498,235,240.0,5
498,252,253.0,1
498,329,330.0,1
498,331,332.0,1
498,550,553.0,3
500,43,45.0,2
500,47,50.0,3
500,57,58.0,1
500,78,85.0,7
500,176,177.0,1
500,190,197.0,7
500,201,207.0,6
500,208,209.0,1
500,379,380.0,1
