Episode,Disconnect_Start,Disconnect_End,Steps_Broken
163,388,392.0,4
163,393,399.0,6
163,400,405.0,5
163,470,471.0,1
163,894,895.0,1
163,908,910.0,2
163,912,913.0,1
165,607,608.0,1
166,33,37.0,4
166,38,46.0,8
166,443,444.0,1
166,446,450.0,4
166,486,487.0,1
168,410,411.0,1
171,57,59.0,2
171,60,72.0,12
171,73,74.0,1
173,294,298.0,4
173,382,383.0,1
173,423,424.0,1
173,463,464.0,1
173,467,468.0,1
173,469,470.0,1
175,225,226.0,1
179,50,51.0,1
179,61,62.0,1
179,247,252.0,5
179,266,267.0,1
179,422,424.0,2
179,825,828.0,3
180,45,46.0,1
180,47,50.0,3
180,54,56.0,2
181,147,152.0,5
183,54,57.0,3
183,76,81.0,5
183,102,139.0,37
183,141,164.0,23
183,168,175.0,7
183,177,333.0,156
183,334,403.0,69
183,672,737.0,65
183,739,779.0,40
185,305,306.0,1
185,307,308.0,1
185,310,312.0,2
187,503,506.0,3
187,509,510.0,1
187,511,513.0,2
187,514,515.0,1
187,527,531.0,4
187,533,537.0,4
187,542,543.0,1
187,557,566.0,9
187,568,569.0,1
187,865,866.0,1
187,882,885.0,3
187,903,906.0,3
187,913,941.0,28
187,970,997.0,27
188,59,61.0,2
188,62,66.0,4
188,475,476.0,1
188,477,478.0,1
191,231,233.0,2
192,24,25.0,1
193,58,59.0,1
193,89,91.0,2
193,95,100.0,5
193,102,105.0,3
193,106,258.0,152
193,259,260.0,1
193,264,286.0,22
193,288,289.0,1
193,291,293.0,2
193,297,299.0,2
193,303,304.0,1
193,305,310.0,5
193,311,334.0,23
193,335,446.0,111
193,477,481.0,4
193,482,483.0,1
193,487,489.0,2
193,493,496.0,3
193,508,509.0,1
193,510,512.0,2
193,513,515.0,2
193,517,518.0,1
193,523,524.0,1
193,525,526.0,1
193,527,529.0,2
193,534,535.0,1
193,539,541.0,2
193,545,546.0,1
193,547,549.0,2
193,551,,0
194,306,307.0,1
194,308,309.0,1
195,51,52.0,1
195,54,56.0,2
195,197,198.0,1
195,238,239.0,1
195,258,260.0,2
195,299,300.0,1
195,395,396.0,1
195,407,408.0,1
195,718,719.0,1
195,720,721.0,1
195,926,927.0,1
196,716,720.0,4
197,49,53.0,4
197,60,61.0,1
199,49,50.0,1
199,52,53.0,1
201,45,46.0,1
201,55,56.0,1
201,243,244.0,1
204,116,122.0,6
204,126,127.0,1
204,128,129.0,1
206,415,416.0,1
207,521,528.0,7
210,55,56.0,1
211,58,63.0,5
211,64,71.0,7
211,89,90.0,1
212,40,42.0,2
212,55,56.0,1
213,14,16.0,2
213,17,31.0,14
213,168,169.0,1
213,435,436.0,1
214,427,428.0,1
215,22,47.0,25
215,83,84.0,1
215,85,89.0,4
215,90,91.0,1
215,94,95.0,1
215,98,99.0,1
215,108,112.0,4
215,118,140.0,22
216,774,777.0,3
216,778,779.0,1
217,228,229.0,1
217,247,248.0,1
221,20,21.0,1
221,22,23.0,1
221,171,172.0,1
221,178,179.0,1
221,297,298.0,1
222,46,47.0,1
222,81,82.0,1
222,163,164.0,1
222,165,166.0,1
223,36,37.0,1
227,50,51.0,1
227,57,60.0,3
227,65,66.0,1
228,25,28.0,3
228,38,39.0,1
228,41,42.0,1
228,47,50.0,3
228,63,64.0,1
228,216,218.0,2
229,46,47.0,1
229,76,77.0,1
229,78,79.0,1
229,84,85.0,1
229,283,284.0,1
231,46,49.0,3
232,355,356.0,1
232,360,361.0,1
232,364,365.0,1
235,47,58.0,11
235,64,65.0,1
235,620,621.0,1
235,624,625.0,1
235,626,627.0,1
237,48,58.0,10
237,65,99.0,34
237,100,101.0,1
237,105,106.0,1
237,109,110.0,1
237,112,113.0,1
237,456,457.0,1
237,461,462.0,1
238,30,33.0,3
238,34,35.0,1
238,51,53.0,2
238,58,60.0,2
238,61,64.0,3
238,76,77.0,1
238,82,86.0,4
238,90,99.0,9
238,100,143.0,43
238,145,146.0,1
238,148,151.0,3
238,153,157.0,4
238,158,159.0,1
238,165,168.0,3
238,179,180.0,1
238,295,296.0,1
238,300,301.0,1
238,456,457.0,1
238,489,514.0,25
238,533,534.0,1
238,535,536.0,1
238,543,545.0,2
238,550,551.0,1
238,643,644.0,1
238,649,650.0,1
238,687,688.0,1
238,691,696.0,5
238,700,721.0,21
238,730,783.0,53
238,788,789.0,1
238,790,791.0,1
238,793,798.0,5
238,813,832.0,19
238,833,858.0,25
238,862,892.0,30
238,894,901.0,7
238,910,929.0,19
238,933,934.0,1
238,957,983.0,26
238,986,988.0,2
238,991,992.0,1
240,50,51.0,1
240,52,53.0,1
240,64,65.0,1
240,200,202.0,2
240,204,206.0,2
240,212,213.0,1
240,234,235.0,1
240,301,302.0,1
240,303,305.0,2
240,306,307.0,1
240,308,317.0,9
240,413,414.0,1
240,461,466.0,5
240,494,503.0,9
240,504,505.0,1
240,506,507.0,1
240,508,510.0,2
240,511,512.0,1
240,513,514.0,1
240,515,516.0,1
240,518,525.0,7
240,531,544.0,13
240,574,577.0,3
241,531,532.0,1
241,533,534.0,1
241,538,539.0,1
241,988,996.0,8
241,997,999.0,2
242,65,66.0,1
242,68,75.0,7
242,83,85.0,2
242,88,93.0,5
242,146,147.0,1
245,41,46.0,5
246,779,780.0,1
247,895,896.0,1
247,969,970.0,1
250,50,52.0,2
250,133,134.0,1
251,874,875.0,1
251,881,883.0,2
252,177,178.0,1
252,180,181.0,1
253,86,87.0,1
254,93,94.0,1
254,97,100.0,3
254,107,110.0,3
254,184,185.0,1
254,190,204.0,14
254,206,208.0,2
254,228,230.0,2
254,231,232.0,1
254,236,237.0,1
254,238,239.0,1
254,240,241.0,1
254,242,243.0,1
254,244,245.0,1
254,251,252.0,1
254,254,255.0,1
254,257,262.0,5
254,265,266.0,1
254,323,324.0,1
254,325,326.0,1
254,327,328.0,1
254,329,336.0,7
254,598,599.0,1
254,652,654.0,2
254,755,756.0,1
254,779,780.0,1
254,783,784.0,1
254,802,841.0,39
254,842,845.0,3
254,846,874.0,28
254,995,996.0,1
255,202,203.0,1
255,204,206.0,2
257,32,33.0,1
257,59,62.0,3
257,65,66.0,1
257,70,71.0,1
257,74,75.0,1
257,311,312.0,1
257,316,317.0,1
257,319,322.0,3
257,348,349.0,1
257,372,373.0,1
257,408,410.0,2
257,765,766.0,1
258,165,166.0,1
258,167,168.0,1
258,169,171.0,2
258,190,192.0,2
258,193,194.0,1
258,197,198.0,1
258,199,200.0,1
258,215,217.0,2
259,87,88.0,1
259,93,95.0,2
259,98,103.0,5
259,105,108.0,3
259,114,115.0,1
259,121,122.0,1
259,123,124.0,1
259,126,128.0,2
259,130,131.0,1
259,134,135.0,1
259,139,140.0,1
259,147,161.0,14
259,163,168.0,5
259,170,174.0,4
259,179,199.0,20
260,29,31.0,2
260,44,47.0,3
260,57,59.0,2
260,104,106.0,2
260,107,109.0,2
260,110,112.0,2
260,123,124.0,1
260,125,126.0,1
260,127,128.0,1
260,129,132.0,3
260,232,238.0,6
260,261,262.0,1
260,264,265.0,1
260,297,299.0,2
260,300,301.0,1
260,314,315.0,1
260,690,692.0,2
260,742,744.0,2
260,750,751.0,1
260,771,772.0,1
260,886,889.0,3
261,37,40.0,3
263,87,88.0,1
263,118,123.0,5
263,200,201.0,1
264,898,899.0,1
264,938,939.0,1
267,45,46.0,1
268,59,62.0,3
270,110,112.0,2
270,120,122.0,2
271,15,19.0,4
271,23,31.0,8
271,102,103.0,1
271,126,133.0,7
271,136,147.0,11
271,176,177.0,1
271,348,352.0,4
271,354,368.0,14
271,520,525.0,5
271,529,540.0,11
271,577,585.0,8
271,617,640.0,23
271,641,653.0,12
271,872,875.0,3
271,914,918.0,4
271,919,920.0,1
271,924,927.0,3
271,928,935.0,7
271,936,944.0,8
271,951,953.0,2
271,995,996.0,1
271,997,999.0,2
272,237,238.0,1
272,239,240.0,1
274,27,56.0,29
274,57,60.0,3
274,140,141.0,1
274,146,152.0,6
275,345,347.0,2
275,558,559.0,1
275,922,927.0,5
276,28,29.0,1
276,47,53.0,6
276,273,274.0,1
276,494,495.0,1
276,497,498.0,1
276,499,500.0,1
276,501,503.0,2
276,504,505.0,1
276,508,509.0,1
276,510,511.0,1
276,770,771.0,1
280,27,28.0,1
280,29,30.0,1
280,31,32.0,1
280,311,312.0,1
282,82,85.0,3
282,86,89.0,3
282,547,549.0,2
282,554,557.0,3
282,558,569.0,11
282,573,602.0,29
282,797,798.0,1
282,799,800.0,1
284,316,318.0,2
284,386,387.0,1
284,575,576.0,1
284,580,583.0,3
284,636,643.0,7
284,645,646.0,1
287,45,46.0,1
287,49,50.0,1
287,51,52.0,1
287,53,56.0,3
287,57,79.0,22
289,343,344.0,1
292,32,34.0,2
292,60,61.0,1
294,70,71.0,1
294,83,84.0,1
294,101,102.0,1
294,104,105.0,1
294,810,811.0,1
294,983,984.0,1
295,372,373.0,1
295,386,388.0,2
296,21,28.0,7
296,788,790.0,2
296,792,793.0,1
296,794,795.0,1
296,796,798.0,2
296,802,806.0,4
297,42,535.0,493
297,541,542.0,1
297,545,573.0,28
297,574,691.0,117
297,692,695.0,3
297,696,716.0,20
297,723,724.0,1
297,725,739.0,14
297,740,741.0,1
297,742,,0
298,864,871.0,7
298,872,879.0,7
299,190,191.0,1
300,52,54.0,2
300,105,107.0,2
300,112,113.0,1
300,114,115.0,1
300,116,121.0,5
300,122,126.0,4
300,127,136.0,9
300,145,148.0,3
300,149,162.0,13
300,163,164.0,1
300,165,173.0,8
300,174,193.0,19
300,194,207.0,13
300,208,209.0,1
300,210,212.0,2
300,213,216.0,3
300,219,234.0,15
300,235,257.0,22
300,258,267.0,9
300,268,269.0,1
300,270,272.0,2
300,273,274.0,1
300,276,286.0,10
300,287,288.0,1
300,292,312.0,20
300,313,367.0,54
300,371,373.0,2
300,374,379.0,5
300,380,384.0,4
300,385,386.0,1
300,387,398.0,11
300,399,400.0,1
300,404,409.0,5
300,410,412.0,2
300,458,460.0,2
300,462,492.0,30
300,493,503.0,10
300,504,517.0,13
300,522,523.0,1
300,524,531.0,7
300,533,537.0,4
300,539,556.0,17
300,558,563.0,5
300,564,565.0,1
300,570,578.0,8
300,579,580.0,1
300,635,637.0,2
301,295,296.0,1
302,34,46.0,12
302,47,52.0,5
303,19,22.0,3
303,30,31.0,1
303,32,33.0,1
305,22,34.0,12
305,37,51.0,14
305,53,54.0,1
305,231,232.0,1
305,241,245.0,4
305,248,249.0,1
305,253,254.0,1
306,34,42.0,8
308,129,130.0,1
308,144,145.0,1
308,177,178.0,1
308,180,190.0,10
308,594,596.0,2
308,615,616.0,1
308,617,618.0,1
308,641,643.0,2
308,650,654.0,4
308,719,724.0,5
308,743,744.0,1
308,772,774.0,2
308,776,780.0,4
308,781,797.0,16
308,798,799.0,1
308,800,801.0,1
308,805,811.0,6
308,812,813.0,1
308,830,835.0,5
308,947,948.0,1
308,949,951.0,2
308,955,961.0,6
308,962,964.0,2
308,965,966.0,1
312,28,29.0,1
313,255,261.0,6
314,44,45.0,1
314,350,351.0,1
315,19,59.0,40
315,97,100.0,3
315,171,172.0,1
317,245,246.0,1
317,280,281.0,1
317,479,480.0,1
317,481,482.0,1
317,483,484.0,1
317,485,486.0,1
317,487,488.0,1
317,497,498.0,1
317,502,503.0,1
317,510,511.0,1
317,579,580.0,1
317,581,582.0,1
317,648,649.0,1
317,654,655.0,1
317,661,662.0,1
318,50,53.0,3
318,864,867.0,3
318,882,883.0,1
318,884,885.0,1
318,886,887.0,1
318,888,889.0,1
318,890,891.0,1
318,892,893.0,1
318,894,895.0,1
318,896,897.0,1
318,898,899.0,1
318,908,910.0,2
318,911,912.0,1
322,369,370.0,1
324,321,322.0,1
327,19,21.0,2
327,22,35.0,13
327,36,37.0,1
327,58,59.0,1
327,72,78.0,6
329,80,81.0,1
329,83,84.0,1
329,85,92.0,7
329,99,100.0,1
330,44,48.0,4
330,57,63.0,6
330,75,76.0,1
330,96,100.0,4
330,104,118.0,14
330,120,125.0,5
330,126,129.0,3
330,130,131.0,1
330,157,158.0,1
330,159,184.0,25
330,185,189.0,4
330,190,192.0,2
330,193,195.0,2
330,197,199.0,2
330,449,450.0,1
330,778,781.0,3
330,797,798.0,1
332,408,410.0,2
332,412,414.0,2
332,470,471.0,1
332,472,475.0,3
333,43,44.0,1
334,728,729.0,1
334,885,886.0,1
335,37,39.0,2
335,42,55.0,13
336,571,573.0,2
337,265,270.0,5
337,850,852.0,2
339,38,47.0,9
339,797,802.0,5
339,803,804.0,1
339,805,807.0,2
339,808,810.0,2
339,819,822.0,3
339,824,832.0,8
339,833,834.0,1
340,51,54.0,3
340,57,63.0,6
341,58,69.0,11
342,49,51.0,2
342,112,116.0,4
342,210,212.0,2
344,62,63.0,1
346,518,520.0,2
346,527,528.0,1
346,532,533.0,1
346,542,543.0,1
348,846,848.0,2
348,849,850.0,1
348,852,853.0,1
348,855,856.0,1
349,775,781.0,6
349,865,871.0,6
349,918,920.0,2
350,398,399.0,1
350,401,403.0,2
352,75,80.0,5
352,846,847.0,1
352,848,849.0,1
354,29,30.0,1
354,31,42.0,11
354,44,45.0,1
355,314,315.0,1
357,161,162.0,1
357,170,171.0,1
357,635,637.0,2
357,639,643.0,4
358,26,31.0,5
358,32,33.0,1
358,38,39.0,1
358,55,56.0,1
358,119,120.0,1
358,123,125.0,2
358,126,127.0,1
361,35,38.0,3
361,690,694.0,4
361,701,708.0,7
361,713,714.0,1
361,716,722.0,6
361,730,731.0,1
361,773,810.0,37
361,811,821.0,10
361,831,835.0,4
361,840,841.0,1
361,842,843.0,1
361,844,845.0,1
362,48,50.0,2
362,265,267.0,2
362,272,274.0,2
362,277,280.0,3
362,755,756.0,1
363,38,39.0,1
363,40,41.0,1
363,180,181.0,1
368,797,798.0,1
371,89,92.0,3
373,181,182.0,1
374,336,337.0,1
374,338,339.0,1
375,24,29.0,5
375,36,37.0,1
375,42,43.0,1
375,47,50.0,3
375,51,52.0,1
375,56,58.0,2
375,67,69.0,2
375,578,579.0,1
375,582,583.0,1
375,629,633.0,4
375,636,637.0,1
375,638,639.0,1
375,640,644.0,4
375,672,679.0,7
375,686,687.0,1
376,70,71.0,1
376,84,85.0,1
376,103,104.0,1
376,697,698.0,1
376,701,702.0,1
376,703,705.0,2
379,53,54.0,1
379,55,57.0,2
379,253,257.0,4
379,268,269.0,1
379,270,273.0,3
380,64,66.0,2
380,69,70.0,1
380,97,106.0,9
381,352,356.0,4
381,900,901.0,1
382,126,127.0,1
383,49,50.0,1
384,190,191.0,1
384,204,205.0,1
384,784,785.0,1
384,788,789.0,1
384,790,791.0,1
385,27,28.0,1
388,27,28.0,1
391,47,50.0,3
391,63,66.0,3
391,178,179.0,1
391,199,200.0,1
391,210,211.0,1
391,233,237.0,4
392,763,764.0,1
393,36,37.0,1
394,44,49.0,5
394,364,365.0,1
394,385,388.0,3
394,390,392.0,2
395,117,118.0,1
395,331,332.0,1
399,23,27.0,4
399,30,76.0,46
399,120,121.0,1
399,123,124.0,1
399,144,146.0,2
399,155,156.0,1
399,166,167.0,1
399,267,268.0,1
400,42,43.0,1
400,77,78.0,1
400,79,80.0,1
400,81,82.0,1
400,84,85.0,1
400,89,90.0,1
400,91,92.0,1
400,94,95.0,1
400,96,97.0,1
400,719,720.0,1
400,722,723.0,1
401,386,387.0,1
401,521,522.0,1
404,436,442.0,6
404,443,445.0,2
404,450,451.0,1
404,459,462.0,3
404,874,875.0,1
405,218,219.0,1
405,220,222.0,2
405,223,224.0,1
405,728,729.0,1
405,849,850.0,1
405,854,855.0,1
415,129,130.0,1
415,131,133.0,2
415,194,196.0,2
416,45,46.0,1
416,352,354.0,2
416,356,357.0,1
416,359,362.0,3
417,24,25.0,1
417,26,27.0,1
419,41,46.0,5
419,50,67.0,17
419,100,102.0,2
419,103,110.0,7
419,111,112.0,1
419,121,122.0,1
419,250,251.0,1
419,257,258.0,1
419,259,264.0,5
419,265,266.0,1
419,270,271.0,1
420,33,37.0,4
420,38,39.0,1
422,50,51.0,1
424,17,18.0,1
424,23,25.0,2
424,38,39.0,1
424,45,47.0,2
424,98,102.0,4
424,218,219.0,1
424,220,227.0,7
425,319,320.0,1
426,47,48.0,1
426,68,69.0,1
426,71,72.0,1
426,97,98.0,1
426,101,102.0,1
426,113,114.0,1
426,259,261.0,2
426,262,273.0,11
426,276,281.0,5
426,357,359.0,2
426,361,366.0,5
426,394,471.0,77
426,603,608.0,5
426,690,694.0,4
426,695,712.0,17
426,832,834.0,2
426,837,838.0,1
426,961,967.0,6
426,972,973.0,1
426,975,987.0,12
426,988,989.0,1
427,140,141.0,1
427,179,181.0,2
427,183,185.0,2
427,189,197.0,8
427,199,200.0,1
427,226,227.0,1
427,231,232.0,1
427,233,234.0,1
430,37,38.0,1
430,62,64.0,2
430,990,991.0,1
431,37,90.0,53
431,92,93.0,1
431,958,961.0,3
432,405,406.0,1
433,32,37.0,5
433,73,77.0,4
433,78,80.0,2
433,81,83.0,2
433,127,141.0,14
433,143,147.0,4
433,162,178.0,16
435,184,185.0,1
437,239,241.0,2
437,250,254.0,4
437,313,314.0,1
437,317,318.0,1
437,496,497.0,1
437,585,586.0,1
438,18,37.0,19
438,116,118.0,2
438,119,121.0,2
438,776,777.0,1
438,783,784.0,1
438,786,787.0,1
438,837,838.0,1
438,895,897.0,2
438,969,971.0,2
439,30,33.0,3
439,34,35.0,1
439,36,37.0,1
439,38,40.0,2
439,44,50.0,6
439,272,273.0,1
440,28,34.0,6
440,132,133.0,1
441,29,30.0,1
441,31,34.0,3
442,283,284.0,1
442,350,351.0,1
443,173,175.0,2
443,176,178.0,2
443,179,180.0,1
443,212,215.0,3
443,216,218.0,2
443,220,233.0,13
443,238,239.0,1
443,242,245.0,3
443,246,256.0,10
443,257,263.0,6
443,264,265.0,1
443,266,267.0,1
443,268,269.0,1
443,270,271.0,1
443,277,287.0,10
443,288,289.0,1
443,292,294.0,2
443,295,303.0,8
443,304,307.0,3
443,308,319.0,11
443,340,341.0,1
443,342,345.0,3
443,352,396.0,44
443,427,441.0,14
443,503,519.0,16
443,522,531.0,9
443,532,533.0,1
443,537,539.0,2
443,540,543.0,3
443,544,547.0,3
443,548,551.0,3
443,552,556.0,4
443,557,574.0,17
443,576,577.0,1
443,578,589.0,11
443,590,592.0,2
443,596,597.0,1
443,600,603.0,3
443,609,610.0,1
443,710,732.0,22
