Episode,Makespan,Coverage,Communication_Ratio,Inference_Time_ms
125,1000,99.2,97.7,37282.99
126,1000,98.72,99.7,37215.18
127,1000,99.52,99.4,37413.3
128,1000,99.36,100.0,37479.76
129,1000,97.92,99.2,37451.12
130,1000,97.12,99.9,37253.19
131,330,100.0,76.06,12513.17
132,1000,99.2,100.0,37295.82
133,1000,98.24,98.5,37068.47
134,1000,98.24,43.8,37111.65
135,1000,97.76,99.1,37156.8
136,1000,98.88,93.6,37498.47
137,1000,98.08,100.0,37369.62
138,1000,99.36,98.6,37332.21
139,1000,99.2,99.7,37161.2
140,1000,99.84,98.6,37500.87
141,1000,97.44,99.4,37116.94
142,1000,99.04,99.9,37407.47
143,1000,99.68,98.5,37351.03
144,1000,98.72,100.0,37265.08
145,1000,98.4,99.7,38153.69
146,1000,98.08,99.4,37751.86
147,1000,99.36,100.0,37526.49
148,1000,98.4,99.9,37739.45
149,1000,98.56,99.8,37541.47
150,1000,98.72,99.6,37499.49
151,1000,98.24,94.6,37666.37
152,1000,98.4,99.8,37490.17
153,1000,97.12,99.8,37625.18
154,1000,96.8,99.7,37701.05
155,1000,99.36,99.9,37979.31
156,1000,99.52,98.5,37926.5
157,1000,99.04,99.7,37739.72
158,1000,99.2,99.8,37718.91
159,1000,99.04,98.4,37722.08
160,1000,98.08,100.0,37840.91
161,1000,98.24,23.8,37914.09
162,1000,98.88,100.0,37580.17
163,1000,98.72,99.5,36761.15
164,1000,99.84,99.0,36553.27
165,1000,97.76,99.6,36643.17
166,1000,99.04,99.9,37040.07
167,1000,99.84,99.7,36609.25
168,1000,97.6,98.5,36615.33
169,1000,99.52,91.8,36407.38
170,1000,97.6,100.0,36612.83
171,1000,98.56,99.9,36628.19
172,1000,96.8,100.0,36576.23
173,1000,98.4,98.7,36735.3
174,1000,98.88,97.9,36439.15
175,1000,97.28,98.2,37075.95
176,1000,99.2,96.6,36459.18
177,1000,98.08,100.0,36571.07
178,1000,98.72,99.4,37319.1
179,1000,97.92,99.8,37550.58
180,1000,98.56,99.0,37580.33
181,1000,98.56,99.9,37312.32
182,1000,99.2,97.3,37456.73
183,1000,97.28,96.8,37532.39
184,1000,99.2,99.2,37474.26
185,1000,99.04,96.6,37388.16
186,1000,98.72,99.1,37553.83
187,1000,98.08,99.5,37691.67
188,1000,98.72,100.0,37475.42
189,1000,98.72,99.6,37954.94
190,1000,98.56,99.9,37675.58
191,1000,97.44,100.0,37741.42
192,1000,97.76,98.2,37614.85
193,1000,98.4,98.7,37423.22
194,1000,99.36,97.1,37582.48
195,1000,98.72,97.8,37061.41
196,1000,97.6,99.9,37425.11
197,1000,97.6,100.0,37892.83
198,1000,98.24,100.0,37503.14
199,1000,99.68,27.5,37546.4
200,1000,99.2,99.9,37749.64
201,1000,99.36,98.6,37586.11
202,1000,99.68,99.9,37485.46
203,1000,99.84,99.0,37445.76
204,1000,99.2,98.7,37691.44
205,1000,98.4,96.6,37739.36
206,1000,98.4,99.5,37530.99
207,1000,99.2,100.0,37537.04
208,1000,98.4,99.7,37257.88
209,1000,98.4,99.6,37461.79
210,1000,98.4,99.9,37303.73
211,1000,99.04,97.5,37111.78
212,1000,98.4,99.7,37124.78
213,1000,98.24,100.0,37629.27
214,1000,98.88,98.6,37199.09
215,1000,99.52,95.7,37286.09
216,1000,98.88,99.5,37587.54
217,1000,98.24,99.7,37481.77
218,1000,99.84,99.9,38873.11
219,1000,98.4,99.9,37667.51
220,1000,98.08,99.6,37297.1
221,1000,98.08,98.1,37663.12
222,1000,96.16,99.9,36856.65
223,1000,99.2,99.2,37065.43
224,1000,97.76,99.8,37031.68
225,1000,99.68,94.5,37072.59
226,1000,99.04,99.2,37224.42
227,1000,99.04,96.0,36867.28
228,1000,96.16,100.0,36867.0
229,1000,97.12,100.0,36928.45
230,1000,97.92,93.4,36849.16
231,1000,98.88,99.3,36947.43
232,1000,99.04,96.8,37024.77
233,1000,98.72,98.5,36759.17
234,1000,99.2,100.0,37186.86
235,1000,99.52,99.0,36974.88
236,1000,98.4,99.0,36578.94
237,1000,99.2,98.3,36544.53
238,1000,98.24,92.6,36058.45
239,1000,98.4,99.8,35822.04
240,1000,99.04,99.7,35864.65
241,1000,99.04,96.5,35805.45
242,1000,97.76,99.9,36462.22
243,1000,97.44,99.0,35967.74
244,1000,98.56,99.9,36147.33
245,1000,99.36,99.6,35912.71
246,1000,98.08,99.7,35965.03
247,1000,97.28,97.3,36072.23
248,1000,97.6,100.0,35861.55
249,1000,98.24,100.0,36461.98
250,1000,98.4,100.0,36089.62
251,1000,98.72,99.3,36361.07
252,1000,97.76,99.5,37098.3
253,1000,99.52,84.5,36151.77
254,1000,97.44,100.0,37032.15
255,1000,97.76,99.7,36771.53
256,1000,98.4,100.0,36620.12
257,1000,97.6,93.0,36733.52
258,1000,99.68,99.8,36729.23
259,1000,98.72,94.2,36897.88
260,1000,99.84,97.9,37003.43
261,1000,99.68,99.5,37183.19
262,1000,97.76,100.0,37176.78
263,1000,98.4,98.7,37193.83
264,1000,97.76,100.0,37054.71
265,1000,99.68,99.4,37580.22
266,1000,99.68,95.7,37486.4
267,1000,98.88,99.7,38052.35
268,1000,98.4,99.8,37416.75
269,1000,98.08,99.9,37245.68
270,1000,97.76,94.6,37530.47
271,1000,97.92,11.2,38200.1
272,1000,98.56,99.7,37484.01
273,1000,96.48,99.9,37321.7
274,1000,99.04,94.6,37512.34
275,1000,99.68,98.7,37583.49
276,1000,98.24,99.1,37819.35
277,1000,99.2,99.8,37642.84
278,1000,98.08,100.0,37436.26
279,1000,99.04,96.6,36977.16
280,1000,98.4,100.0,37424.49
281,1000,99.2,97.4,37846.82
282,1000,97.92,96.8,37715.33
283,1000,99.04,99.4,37197.06
284,1000,99.2,95.3,37090.66
285,1000,99.2,98.9,37098.82
286,1000,99.2,96.3,37517.67
287,1000,99.36,100.0,37360.1
288,1000,98.08,99.0,37442.9
289,1000,97.6,98.0,37339.46
290,1000,99.52,86.9,36980.85
291,1000,98.08,99.6,37696.19
292,1000,98.4,99.3,37197.78
293,1000,99.04,99.6,37101.99
294,1000,98.56,99.2,37377.55
295,1000,99.2,96.7,37090.78
296,1000,98.88,99.8,37478.93
297,1000,97.28,96.0,37495.81
298,1000,97.92,99.6,37440.61
299,1000,98.56,96.9,37352.37
300,1000,98.4,100.0,37195.18
301,1000,97.44,98.6,37801.77
302,1000,97.6,99.8,38019.96
303,1000,97.92,99.8,37314.16
304,1000,99.52,92.1,37247.52
305,1000,99.68,98.6,36992.0
306,1000,99.2,99.7,37165.4
307,1000,99.2,99.8,37923.85
308,1000,99.68,98.6,37612.75
309,1000,99.68,98.0,37105.62
310,1000,99.2,98.6,36987.88
311,1000,97.92,97.3,36915.76
312,1000,99.04,99.5,36348.35
313,1000,98.56,99.5,36285.97
314,1000,97.76,100.0,35978.47
315,1000,98.56,68.5,37267.35
316,1000,95.2,99.6,36138.32
317,1000,98.24,98.2,36308.75
318,1000,99.52,99.7,36710.06
319,1000,96.48,100.0,36250.09
320,1000,97.44,99.5,36522.35
321,1000,97.76,99.6,36172.06
322,1000,99.36,99.8,36330.7
323,1000,96.96,99.9,36532.74
324,1000,96.8,100.0,36341.78
325,1000,99.52,99.9,36825.32
326,1000,98.08,98.8,36368.06
327,1000,99.36,40.3,36277.47
328,1000,98.88,99.9,37392.37
329,1000,99.84,99.7,37555.59
330,1000,97.76,99.3,37495.24
331,1000,98.56,83.9,37684.89
332,1000,97.92,99.8,37441.77
333,1000,99.04,98.7,37157.6
334,1000,97.76,98.7,37252.58
335,1000,98.88,100.0,37235.57
336,1000,99.04,99.7,38081.63
337,1000,98.4,100.0,37334.8
338,1000,98.08,98.5,40207.64
339,1000,96.64,100.0,38473.67
340,1000,99.52,99.6,37547.04
341,1000,97.76,98.6,37385.74
342,1000,98.56,98.4,37251.02
343,1000,98.24,100.0,37431.38
344,1000,98.56,99.3,36913.09
345,1000,97.76,99.9,37056.6
346,1000,98.88,99.6,37005.75
347,1000,99.36,99.2,37941.4
348,1000,98.56,99.2,37171.96
349,1000,95.68,100.0,37562.29
350,1000,98.08,98.0,37238.2
351,1000,98.72,99.5,36755.66
352,1000,99.2,99.4,37149.03
353,1000,98.56,98.6,37120.7
354,1000,96.8,98.3,36889.37
355,1000,99.36,100.0,37129.57
356,1000,98.24,100.0,36941.37
357,1000,98.72,99.8,37592.86
358,1000,97.92,98.3,37857.06
359,1000,98.72,100.0,37575.64
360,1000,97.6,99.7,38099.43
361,1000,96.48,98.1,38129.62
362,1000,97.92,99.5,37885.53
363,1000,98.08,99.8,37909.38
364,1000,99.2,99.0,38051.95
365,1000,99.52,91.3,38149.86
366,1000,98.24,99.7,38301.15
367,1000,98.88,99.8,38192.82
368,1000,98.08,100.0,37997.58
369,636,100.0,98.74,24117.57
370,1000,98.88,99.2,37126.92
371,1000,99.52,100.0,37282.5
372,1000,99.04,99.4,37138.36
373,1000,98.24,98.0,36982.89
374,1000,98.72,99.4,37133.7
375,1000,99.36,99.9,36711.3
376,1000,97.76,99.9,36860.9
377,1000,99.36,99.5,36763.91
378,1000,99.68,93.1,36963.4
379,1000,99.2,99.6,36947.07
380,1000,97.76,99.3,36973.42
381,1000,98.4,99.8,36735.46
382,1000,96.32,99.4,36920.88
383,1000,98.24,99.6,37335.19
384,1000,99.52,99.8,37102.03
385,1000,98.88,99.5,36775.62
386,1000,99.36,99.5,36466.47
387,1000,99.2,43.6,36259.87
388,1000,99.84,89.5,36737.26
389,1000,98.08,100.0,36286.71
390,1000,98.24,99.7,36380.86
391,1000,98.72,90.5,36542.98
392,1000,97.12,100.0,36392.99
393,1000,98.72,98.1,36406.35
394,1000,98.56,98.9,36709.72
395,1000,97.92,99.4,36376.4
396,1000,98.72,100.0,36766.7
397,1000,98.56,97.3,36343.5
398,1000,98.56,98.2,36769.69
399,1000,99.36,31.5,36886.41
400,1000,98.24,100.0,36851.53
401,1000,97.6,99.4,37645.01
402,1000,98.56,99.2,37059.95
403,1000,99.2,91.4,37016.07
404,1000,97.92,100.0,37304.18
405,1000,97.6,99.9,37051.58
406,1000,99.52,99.7,37236.02
407,1000,97.28,99.8,37767.9
408,1000,98.56,100.0,37248.66
409,1000,98.24,97.3,37329.15
410,1000,99.2,96.2,37433.33
411,491,100.0,94.7,18422.97
412,1000,99.04,94.6,37551.53
413,1000,99.2,98.0,37592.49
414,1000,98.4,99.8,37360.43
415,1000,96.96,100.0,37256.39
416,1000,97.44,61.8,37448.33
417,1000,98.24,99.8,36801.09
418,1000,99.36,99.8,37010.35
419,1000,98.08,99.8,36889.94
420,1000,99.04,99.2,37011.67
421,1000,99.36,99.9,37340.72
422,1000,98.88,99.9,37061.28
423,1000,99.52,97.2,37371.6
424,1000,99.2,99.2,36921.41
425,1000,99.04,100.0,37130.21
426,1000,99.04,99.2,37111.1
427,1000,97.12,100.0,37053.55
428,1000,98.72,99.1,36928.61
429,1000,99.68,98.3,37017.59
430,1000,98.72,98.4,37074.81
431,1000,99.2,100.0,37265.21
432,1000,98.4,97.6,37379.43
433,1000,99.2,91.9,37007.4
434,1000,98.08,99.8,36997.51
435,1000,98.72,100.0,36970.97
436,1000,98.88,99.6,37166.47
437,1000,98.4,99.4,37824.62
438,1000,99.2,47.0,37045.79
439,1000,99.36,96.3,37181.67
440,1000,97.6,96.4,37099.93
441,1000,99.52,61.6,37117.92
442,1000,99.04,99.8,37106.36
443,1000,96.8,97.8,37223.32
444,1000,99.2,90.8,37252.75
445,1000,98.72,99.9,37334.99
446,1000,98.08,99.2,37012.15
447,1000,97.92,99.7,37335.18
448,1000,98.24,98.7,37177.07
449,1000,98.56,99.6,36785.84
450,1000,97.12,99.6,36841.97
451,1000,99.2,99.2,36918.53
452,1000,99.68,97.9,36907.33
453,1000,99.52,99.2,37514.38
454,1000,98.08,99.4,37090.51
455,1000,98.88,99.7,37757.68
456,1000,97.44,99.4,36872.03
457,1000,97.76,97.3,37037.73
458,1000,99.52,27.0,37004.49
459,1000,99.52,100.0,36889.75
460,1000,97.76,94.5,36955.47
461,1000,99.84,99.2,36958.3
462,1000,99.04,99.6,36281.08
463,1000,98.56,99.6,36342.21
464,1000,97.44,99.2,36027.24
465,1000,99.04,98.9,36520.26
466,1000,76.0,74.9,36326.09
467,1000,99.04,99.8,36156.22
468,1000,98.56,89.2,36151.5
469,1000,99.52,97.7,36111.07
470,1000,99.04,98.3,36591.54
471,1000,97.76,99.2,36817.43
472,1000,99.36,98.1,36343.85
473,1000,98.4,99.6,36176.45
474,1000,98.56,97.8,36131.79
475,1000,98.72,100.0,36228.97
476,1000,99.2,98.7,36345.86
477,1000,97.6,99.2,36487.43
478,1000,99.2,99.8,37398.31
479,1000,99.2,96.0,37508.5
480,1000,96.64,99.9,37060.16
481,1000,99.04,97.7,37251.37
482,1000,97.6,97.6,37149.19
483,1000,96.96,100.0,37010.9
484,1000,97.44,98.5,39019.9
485,1000,99.52,98.6,41010.86
486,1000,98.24,99.9,39845.57
487,1000,98.72,100.0,38541.76
488,1000,98.72,100.0,37799.88
489,1000,98.4,98.6,37856.59
490,1000,98.56,99.9,37785.96
491,1000,98.88,100.0,37622.18
492,1000,99.52,100.0,37695.9
493,1000,98.08,98.9,37531.58
494,1000,97.28,100.0,37440.86
495,1000,98.56,100.0,37526.49
496,1000,98.56,99.0,37370.43
497,1000,99.68,99.9,37458.04
498,1000,99.84,96.8,37593.36
499,1000,99.04,92.6,37310.27
500,1000,98.56,97.7,37272.99
