Episode,Makespan,Coverage,Communication_Ratio,Inference_Time_ms
68,1000,97.76,100.0,45836.53
69,1000,96.8,99.9,46188.09
70,1000,97.92,100.0,46122.29
71,1000,99.2,99.7,46508.69
72,1000,99.84,97.1,46195.22
73,1000,99.52,99.2,46252.95
74,1000,98.72,99.0,48712.48
75,1000,96.96,100.0,46749.84
76,1000,98.4,100.0,46302.6
77,1000,96.96,100.0,46284.96
78,1000,98.4,98.2,46130.06
79,1000,99.84,99.9,46068.05
80,1000,97.28,99.5,45949.52
81,1000,98.72,100.0,46624.59
82,1000,99.84,63.6,45939.42
83,1000,96.96,100.0,45410.62
84,1000,98.4,99.6,45515.83
85,1000,97.92,99.8,46440.22
86,1000,99.04,99.0,45374.6
87,1000,98.4,99.8,45108.9
88,1000,98.88,99.7,45309.69
89,1000,98.24,99.4,45051.86
90,1000,99.68,100.0,45573.11
91,1000,98.4,98.8,45290.76
92,1000,98.88,99.7,45087.18
93,1000,99.84,97.1,45145.43
94,1000,99.84,100.0,45930.32
95,1000,97.92,100.0,46543.04
96,1000,98.88,100.0,45891.72
97,1000,97.92,100.0,46193.94
98,1000,98.24,98.9,45547.04
99,1000,99.36,99.8,45406.5
100,1000,97.12,99.2,45338.19
101,1000,97.44,100.0,45498.02
102,1000,97.6,100.0,45609.77
103,1000,99.2,100.0,45574.15
104,1000,96.0,99.5,45793.03
105,1000,96.64,100.0,45733.02
106,1000,97.92,100.0,45394.15
107,1000,99.84,70.0,45325.11
108,1000,98.56,100.0,45646.3
109,1000,96.32,100.0,45532.44
110,1000,98.88,99.0,45750.5
111,1000,99.04,99.5,46233.06
112,1000,97.28,99.4,45295.38
113,1000,98.4,100.0,45040.7
114,1000,97.92,99.9,45301.95
115,1000,98.56,100.0,45439.82
116,1000,98.08,99.8,45239.76
117,1000,99.52,99.3,46236.45
118,1000,99.04,100.0,46316.78
119,1000,97.44,98.4,45938.02
120,1000,99.84,99.6,45810.45
121,1000,99.84,99.7,46189.19
122,1000,99.2,99.9,46034.84
123,1000,99.36,98.2,46192.02
124,1000,99.2,100.0,46609.64
125,1000,97.92,100.0,45800.74
126,1000,99.2,99.8,45976.15
127,587,100.0,100.0,27056.79
128,1000,99.68,100.0,46225.08
129,1000,99.04,99.5,45858.99
130,1000,97.6,100.0,47725.34
131,1000,99.04,85.5,46009.1
132,1000,99.36,100.0,46026.69
133,1000,98.08,97.7,45925.84
134,1000,98.08,71.7,46072.25
135,1000,98.56,95.8,45262.94
136,1000,98.24,98.7,45591.35
137,1000,97.12,100.0,45227.11
138,1000,99.04,99.6,45280.07
139,1000,98.24,99.9,45231.45
140,1000,99.68,94.3,45469.85
141,1000,98.56,100.0,44681.08
142,1000,96.48,100.0,44858.68
143,1000,99.04,99.8,44566.2
144,1000,99.68,100.0,45035.37
145,1000,98.24,100.0,44623.3
146,1000,99.04,99.7,44869.81
147,741,100.0,97.71,33297.37
148,1000,98.08,96.2,45389.48
149,1000,98.72,99.7,45195.04
150,1000,98.88,99.9,45539.41
151,1000,99.52,100.0,44889.09
152,1000,96.96,99.7,44615.77
153,1000,98.08,100.0,44959.19
154,1000,98.4,100.0,45422.65
155,1000,98.4,99.9,45702.79
156,1000,99.68,99.4,45456.75
157,1000,98.88,100.0,45570.34
158,1000,99.68,100.0,45576.3
159,1000,98.4,99.5,45518.53
160,1000,98.4,100.0,45306.89
161,1000,97.92,69.8,45519.15
162,1000,98.4,100.0,46403.44
163,1000,99.36,14.0,46267.18
164,1000,99.36,99.8,46162.92
165,1000,99.36,100.0,45858.18
166,1000,97.92,99.8,46510.81
167,1000,99.84,100.0,45798.07
168,1000,98.24,99.1,46117.27
169,1000,97.28,100.0,45746.74
170,1000,98.08,99.5,45931.25
171,1000,98.08,100.0,45896.7
172,1000,98.08,100.0,47299.57
173,1000,99.52,99.9,45590.3
174,1000,98.08,100.0,46277.41
175,1000,98.4,100.0,46445.03
176,1000,99.68,99.6,46284.7
177,1000,97.92,100.0,45904.33
178,1000,97.6,95.7,45668.37
179,1000,98.24,100.0,45519.31
180,1000,99.04,100.0,45528.64
181,1000,99.04,100.0,45649.61
182,1000,98.4,99.2,45719.81
183,1000,98.56,99.9,45696.83
184,1000,98.72,100.0,45942.88
185,1000,97.44,99.9,45378.34
186,1000,98.72,100.0,45812.33
187,1000,99.68,99.7,45879.82
188,1000,97.44,100.0,46245.5
189,1000,97.44,89.1,46722.34
190,711,100.0,100.0,32575.19
191,1000,97.44,100.0,46042.07
192,1000,99.84,86.5,45953.76
193,1000,99.84,99.3,45542.25
194,1000,98.08,100.0,45815.73
195,1000,98.24,100.0,46639.0
196,1000,96.96,100.0,47499.12
197,1000,99.68,100.0,45362.79
198,1000,99.36,100.0,45622.32
199,1000,98.88,99.0,45376.5
200,1000,98.24,97.9,45644.69
201,1000,99.2,98.7,46454.89
202,1000,99.36,99.9,46544.1
203,1000,99.52,100.0,45045.81
204,1000,99.36,98.9,44865.45
205,1000,99.04,99.5,44638.98
206,1000,98.24,100.0,45034.61
207,1000,98.56,100.0,44778.22
208,1000,98.24,99.8,44749.04
209,1000,97.92,100.0,45020.3
210,1000,98.72,99.9,44858.0
211,1000,99.84,99.8,44836.03
212,1000,98.4,100.0,44365.32
213,1000,98.4,100.0,44597.38
214,1000,99.36,100.0,44663.93
215,1000,99.2,94.3,44471.87
216,1000,97.76,100.0,45583.86
217,1000,98.24,100.0,45473.74
218,302,100.0,99.34,13817.27
219,1000,98.72,100.0,45396.7
220,1000,99.2,99.9,45677.03
221,1000,98.24,100.0,45909.21
222,1000,98.4,99.9,46019.82
223,1000,99.04,98.6,45828.1
224,1000,98.72,99.9,45744.07
225,1000,99.52,99.4,45916.36
226,1000,98.4,100.0,45617.86
227,1000,99.68,99.6,45678.98
228,1000,97.44,100.0,46067.46
229,1000,96.48,100.0,46076.46
230,1000,96.64,99.2,46302.53
231,1000,97.44,100.0,46040.63
232,1000,98.72,99.9,45479.54
233,1000,99.52,99.9,45327.03
234,1000,97.44,97.0,45606.22
235,1000,99.2,99.6,45767.03
236,1000,99.2,100.0,46789.55
237,1000,99.36,94.8,49926.77
238,1000,99.04,98.1,51471.47
239,1000,99.68,99.7,47437.2
240,1000,99.84,61.7,45603.34
241,1000,99.04,99.9,46191.88
242,1000,97.92,100.0,45584.45
243,1000,98.88,99.4,45801.95
244,1000,99.04,100.0,45887.29
245,1000,98.56,100.0,45924.71
246,1000,98.08,100.0,45793.54
247,1000,98.24,98.7,46276.82
248,1000,98.24,100.0,46015.55
249,1000,99.2,100.0,46039.29
250,1000,98.72,100.0,45560.9
251,1000,99.52,99.0,45678.61
252,1000,98.56,100.0,45843.13
253,1000,98.72,99.8,45849.76
254,1000,96.32,100.0,46122.15
255,1000,96.96,100.0,46053.77
256,1000,99.04,99.9,46030.16
257,1000,99.04,99.7,45728.25
258,1000,98.56,100.0,45480.8
259,1000,97.76,100.0,45592.12
260,1000,99.84,100.0,47689.22
261,1000,99.2,100.0,45834.54
262,1000,97.76,100.0,45472.14
263,1000,97.44,99.0,45412.76
264,1000,96.64,99.3,45202.35
265,1000,99.04,100.0,44953.94
266,1000,98.72,100.0,48246.52
267,1000,97.6,99.7,75984.63
268,1000,98.4,100.0,84036.34
269,1000,97.44,100.0,65476.89
270,1000,97.12,99.4,89156.23
271,1000,98.72,62.4,86759.58
272,1000,96.0,100.0,88131.41
273,1000,96.96,100.0,94284.39
274,1000,98.72,100.0,68856.2
275,1000,98.88,97.2,44390.83
276,1000,99.52,99.2,43535.5
277,1000,99.84,98.7,43983.1
278,1000,98.08,99.2,44164.86
279,1000,99.52,99.8,44089.92
280,1000,99.04,99.8,44322.13
281,1000,99.52,95.7,46839.6
282,1000,99.04,99.6,75579.69
283,1000,97.76,100.0,87756.69
284,1000,99.2,98.2,87609.13
285,1000,98.72,99.9,84289.17
286,1000,97.6,100.0,83468.46
287,1000,99.04,100.0,82318.32
288,1000,98.88,100.0,81621.53
289,1000,97.28,100.0,80297.6
290,1000,98.24,98.8,80246.8
291,1000,99.68,100.0,83978.45
292,1000,98.24,100.0,93636.24
293,1000,98.88,100.0,95146.81
294,1000,99.84,94.1,98089.46
295,1000,98.88,100.0,93144.06
296,1000,97.44,99.8,92148.28
297,1000,98.24,99.1,92083.58
298,1000,97.76,100.0,89538.97
299,1000,97.92,99.7,88397.38
300,1000,99.84,97.3,85382.6
301,1000,98.24,100.0,82381.0
302,1000,97.12,99.2,83817.91
303,1000,99.04,100.0,82785.74
304,1000,97.92,99.7,84208.78
305,1000,99.04,98.9,84273.8
306,1000,99.36,99.3,87982.48
307,1000,99.84,100.0,87784.34
308,1000,99.84,97.5,89072.16
309,1000,97.44,100.0,85256.27
310,1000,99.84,100.0,87076.96
311,1000,97.44,99.9,86126.6
312,1000,99.2,99.4,85662.02
313,1000,98.4,98.3,84442.45
314,1000,98.4,100.0,84819.69
315,1000,97.12,99.9,84612.83
316,1000,98.56,99.6,83990.33
317,1000,99.52,100.0,82138.63
318,1000,99.36,100.0,81761.39
319,1000,97.6,100.0,82194.0
320,1000,96.96,99.8,80006.33
321,1000,98.24,99.7,81183.91
322,1000,98.88,98.0,79544.54
323,1000,96.8,100.0,81312.83
324,1000,96.0,99.0,80343.57
325,1000,99.36,100.0,78458.45
326,1000,98.56,99.3,78900.99
327,1000,97.76,58.8,93062.04
328,1000,98.4,100.0,96545.62
329,1000,98.4,99.7,97107.6
330,1000,98.4,92.6,95106.65
331,1000,99.36,98.7,92464.63
332,1000,99.2,100.0,93258.36
333,1000,98.88,100.0,89186.63
334,1000,96.16,100.0,92598.18
335,1000,98.08,97.4,90506.52
336,1000,99.36,97.1,89107.95
337,1000,99.04,100.0,88830.31
338,1000,98.4,100.0,85025.9
339,1000,98.24,99.9,88224.97
340,1000,98.56,99.7,85424.33
341,1000,99.36,99.3,81015.37
342,1000,99.36,100.0,79069.34
343,1000,97.44,100.0,79343.84
344,1000,98.72,99.7,80119.16
345,1000,99.68,100.0,80599.21
346,1000,98.56,100.0,80928.7
347,1000,99.2,100.0,81926.41
348,1000,96.96,100.0,79724.07
349,1000,98.56,100.0,82231.58
350,1000,98.88,99.8,81519.19
351,1000,98.08,99.9,79764.92
352,1000,98.4,92.7,81918.3
353,1000,98.72,100.0,80864.86
354,1000,99.2,99.9,85034.72
355,1000,99.52,99.7,85159.55
356,1000,97.92,100.0,85071.29
357,1000,95.36,100.0,84906.96
358,1000,98.08,99.7,85960.4
359,1000,98.56,100.0,84417.24
360,1000,96.96,96.5,84733.11
361,1000,98.72,95.7,81086.15
362,1000,98.88,95.0,83181.31
363,1000,97.76,99.8,88784.75
364,1000,98.08,100.0,96247.35
365,1000,99.84,84.5,97050.0
366,1000,97.44,100.0,94395.39
367,1000,99.36,99.5,92084.52
368,1000,98.88,99.7,94182.94
369,195,100.0,100.0,18880.28
370,1000,99.84,100.0,96455.51
371,1000,98.08,99.9,86341.62
372,1000,97.76,100.0,78330.15
373,1000,99.2,100.0,60671.4
374,1000,99.2,100.0,43986.22
375,1000,96.32,99.9,43974.07
376,1000,96.16,100.0,44399.14
377,1000,99.68,99.9,44820.85
378,1000,99.84,100.0,44220.01
379,1000,99.68,100.0,45712.57
380,1000,99.04,100.0,46514.61
381,1000,98.72,100.0,45910.59
382,1000,95.2,99.5,46255.45
383,1000,95.84,100.0,45961.46
384,1000,99.68,99.6,45666.14
385,1000,99.04,100.0,45585.87
386,1000,99.84,100.0,45606.38
387,1000,99.84,97.7,45029.08
388,1000,98.88,100.0,44836.71
389,1000,97.92,100.0,45044.35
390,1000,97.28,100.0,44753.09
391,1000,98.4,88.1,45093.89
392,1000,97.44,100.0,45382.95
393,1000,98.08,99.4,45164.35
394,1000,98.72,99.8,45362.43
395,1000,99.68,99.9,46858.22
396,1000,98.56,100.0,46378.27
397,1000,95.68,100.0,45655.29
398,1000,98.4,100.0,44913.13
399,1000,99.52,37.8,45591.25
400,1000,97.76,99.9,45118.74
401,1000,98.88,100.0,45012.3
402,1000,99.52,99.8,45255.72
403,1000,98.56,99.5,45137.54
404,1000,98.4,100.0,45048.04
405,1000,97.92,100.0,45813.37
406,1000,97.6,100.0,45748.98
407,1000,97.76,99.3,45036.67
408,1000,97.44,100.0,44325.11
409,1000,99.52,100.0,44328.94
410,1000,99.52,99.8,44534.95
411,1000,99.04,99.9,44509.12
412,1000,97.76,100.0,45614.81
413,1000,98.56,99.9,45179.08
414,1000,97.6,100.0,44691.32
415,1000,97.44,100.0,44540.49
416,1000,99.68,81.6,44966.51
417,1000,97.12,100.0,44444.07
418,1000,98.56,99.9,46363.57
419,1000,99.2,99.5,45172.15
420,1000,99.2,99.8,46256.28
421,1000,99.04,100.0,46367.11
422,1000,97.6,100.0,45851.8
423,1000,97.92,99.5,45960.17
424,1000,98.08,76.1,45394.34
425,1000,98.24,100.0,45588.24
426,1000,98.88,100.0,45936.66
427,1000,99.52,99.8,45754.31
428,1000,99.84,100.0,46290.4
429,1000,99.52,99.9,46029.82
430,1000,99.52,100.0,46617.94
431,1000,98.88,100.0,45666.89
432,1000,97.12,100.0,46022.2
433,1000,99.04,99.6,46022.66
434,1000,98.08,100.0,46263.76
435,1000,98.56,100.0,46255.47
436,1000,99.52,99.8,45608.31
437,1000,99.68,99.8,45187.12
438,1000,96.8,100.0,45419.11
439,1000,98.72,99.8,45760.03
440,1000,98.24,99.6,45601.21
441,1000,98.4,100.0,45124.42
442,1000,99.04,100.0,45134.45
443,1000,97.76,100.0,44653.91
444,1000,98.08,100.0,44443.15
445,261,100.0,100.0,11726.56
446,1000,96.32,100.0,45492.81
447,1000,99.36,100.0,45999.07
448,1000,98.56,100.0,45156.19
449,1000,99.36,100.0,45193.7
450,1000,98.72,100.0,45774.24
451,1000,99.68,98.8,45167.27
452,1000,97.76,100.0,45659.37
453,1000,96.64,99.7,45561.22
454,1000,98.08,100.0,45607.74
455,1000,98.4,100.0,44971.76
456,1000,99.04,99.0,45102.76
457,1000,98.88,98.8,44862.1
458,1000,98.72,99.2,44823.55
459,1000,99.68,100.0,45323.38
460,1000,97.28,99.9,46179.49
461,1000,98.4,99.8,45490.07
462,1000,99.36,100.0,45406.27
463,1000,97.76,99.9,45887.38
464,1000,99.04,100.0,45148.25
465,584,100.0,99.83,26336.14
466,1000,99.52,100.0,45602.87
467,1000,98.24,99.7,45522.79
468,1000,99.52,100.0,45173.69
469,1000,99.84,98.3,44608.37
470,1000,99.36,100.0,45018.97
471,1000,99.04,99.4,44652.53
472,1000,99.68,99.0,44688.21
473,1000,98.08,100.0,45393.89
474,1000,98.4,99.7,44854.13
475,1000,98.56,100.0,45086.77
476,1000,97.28,100.0,44635.49
477,1000,98.24,100.0,44527.65
478,1000,97.6,95.1,44384.73
479,1000,98.08,85.4,44684.72
480,1000,99.68,99.5,45348.24
481,1000,98.72,99.6,45961.57
482,1000,99.2,95.3,45621.61
483,1000,97.44,100.0,45882.35
484,1000,98.08,99.7,45420.86
485,1000,98.56,99.9,45569.08
486,1000,97.76,100.0,45823.96
487,1000,99.36,99.9,45537.61
488,1000,98.24,100.0,45244.15
489,1000,98.88,99.0,45157.07
490,1000,99.68,99.4,45712.66
491,1000,97.92,100.0,45512.66
492,1000,80.96,85.2,45178.73
493,1000,99.52,99.0,45743.63
494,1000,99.52,100.0,45609.68
495,1000,99.84,95.9,46117.78
496,1000,97.92,100.0,48178.14
497,1000,98.72,100.0,45774.86
498,378,100.0,86.24,16945.32
499,1000,98.72,99.8,44972.69
500,1000,97.44,96.9,45250.33
