Wall time,Step,Value
1754084371.7387931,15000,7.245296955108643
1754084452.7887177,30000,7.9282097816467285
1754084534.3109343,45000,7.631237030029297
1754084614.795948,60000,7.050321102142334
1754084693.9960532,75000,2.9097213745117188
1754084781.4389756,90000,4.597910404205322
1754084863.9851496,105000,3.9530069828033447
1754084945.3053243,120000,4.252200126647949
1754085027.3637536,135000,3.551589250564575
1754085109.2105913,150000,2.8161590099334717
1754085192.1807315,165000,2.9745023250579834
1754085274.6919353,180000,2.9691789150238037
1754085356.3774319,195000,1.645952582359314
1754085439.0505688,210000,2.8506200313568115
1754085521.600626,225000,3.4501752853393555
1754085603.116774,240000,2.741720676422119
1754085684.556022,255000,1.7433940172195435
1754085766.1900992,270000,1.5361934900283813
1754085847.6293168,285000,3.491577386856079
1754085929.426953,300000,1.036265254020691
1754086011.0764399,315000,2.836045265197754
1754086093.3029466,330000,2.886880397796631
1754086177.2674768,345000,3.2043793201446533
1754086262.3165207,360000,4.483788967132568
1754086346.3806014,375000,4.186993598937988
1754086430.2498293,390000,1.8480020761489868
1754086513.1287441,405000,2.9600000381469727
1754086596.2963955,420000,3.9707717895507812
1754086678.7431567,435000,1.6197954416275024
1754086762.1207721,450000,3.3012406826019287
1754086845.0863903,465000,2.423590898513794
1754086928.0778806,480000,2.351166009902954
1754087010.950352,495000,2.827932357788086
1754087093.6092572,510000,1.7397209405899048
1754087175.547599,525000,2.1376144886016846
1754087257.335099,540000,2.865736961364746
1754087339.6311421,555000,2.7355101108551025
1754087421.9394739,570000,2.2341902256011963
1754087505.521845,585000,3.3299927711486816
1754087589.169111,600000,3.0388989448547363
1754087672.8167183,615000,2.6883316040039062
1754087756.6655688,630000,1.753514289855957
1754087841.202556,645000,3.132215738296509
1754087925.714773,660000,2.170208215713501
1754088010.8058474,675000,2.599149227142334
1754088095.675215,690000,2.4547648429870605
1754088179.7729826,705000,2.7303779125213623
1754088265.9258466,720000,2.8833980560302734
1754088351.0574508,735000,2.4498870372772217
1754088436.5594354,750000,2.129746198654175
1754088521.4168026,765000,2.8418447971343994
1754088606.799494,780000,2.897275924682617
1754088691.484404,795000,3.3163084983825684
1754088776.616815,810000,2.8978521823883057
1754088861.6973965,825000,2.938366174697876
1754088946.9047096,840000,2.6893022060394287
1754089032.3467464,855000,3.280348777770996
1754089119.1328943,870000,2.159214496612549
1754089204.8685088,885000,3.2949652671813965
1754089290.0727468,900000,2.8798444271087646
1754089375.4456518,915000,3.3057875633239746
1754089460.5488226,930000,2.827327013015747
1754089545.1431847,945000,3.254209041595459
1754089630.2739527,960000,2.344733953475952
1754089715.3593137,975000,3.342350482940674
1754089800.1622062,990000,3.0295403003692627
1754089885.583612,1005000,3.142404794692993
1754089970.590717,1020000,3.351130485534668
1754090056.1047971,1035000,3.167123317718506
1754090141.8754535,1050000,3.2553534507751465
1754090226.6694784,1065000,4.010201454162598
1754090311.7927217,1080000,2.6732583045959473
1754090397.6282527,1095000,3.7739930152893066
1754090483.0944784,1110000,2.8985838890075684
1754090569.038592,1125000,3.8387551307678223
1754090654.6319523,1140000,2.758655071258545
1754090740.6220272,1155000,3.7284865379333496
1754090826.508383,1170000,2.9713351726531982
1754090911.5739944,1185000,3.460677146911621
1754090997.5081022,1200000,2.9920551776885986
1754091082.8173397,1215000,3.381349563598633
1754091168.5501907,1230000,2.4970693588256836
1754091255.2916672,1245000,3.482144832611084
1754091340.8605754,1260000,2.6198012828826904
1754091426.0352707,1275000,3.3948543071746826
1754091511.1188388,1290000,2.7549121379852295
1754091598.8271387,1305000,3.4255590438842773
1754091685.3550208,1320000,2.9188389778137207
1754091773.0547614,1335000,3.334489583969116
1754091859.1855,1350000,2.7038421630859375
1754091946.6046793,1365000,3.187453031539917
1754092033.4311101,1380000,3.984020471572876
1754092127.127548,1395000,3.6620240211486816
1754092218.311137,1410000,3.4057602882385254
1754092306.8432539,1425000,3.1593453884124756
1754092396.8061533,1440000,2.931499719619751
1754092483.0838199,1455000,4.33111572265625
1754092568.8225431,1470000,3.3087568283081055
1754092654.3544185,1485000,3.8682000637054443
1754092740.3060098,1500000,3.232081174850464
1754092825.7034736,1515000,3.0793585777282715
1754092911.6276581,1530000,3.2435622215270996
1754092997.1830537,1545000,4.088257312774658
1754093082.9984407,1560000,2.5170834064483643
1754093168.8202348,1575000,3.3840861320495605
1754093254.929201,1590000,2.7648258209228516
1754093341.3565583,1605000,3.6664392948150635
1754093427.6791894,1620000,3.0623884201049805
1754093517.3165717,1635000,3.4383270740509033
1754093604.318878,1650000,3.118084669113159
1754093689.962841,1665000,3.7206826210021973
1754093775.784838,1680000,2.6514596939086914
1754093861.3980002,1695000,3.972639799118042
1754093947.7114737,1710000,2.845883846282959
1754094033.9306731,1725000,3.4901275634765625
1754094119.991394,1740000,3.0502758026123047
1754094206.8825922,1755000,3.833345890045166
1754094293.7563639,1770000,3.435922622680664
1754094380.3238173,1785000,3.541008234024048
1754094466.8045378,1800000,2.3535079956054688
1754094553.15828,1815000,3.559267282485962
1754094639.4640732,1830000,2.56168532371521
1754094725.6741366,1845000,3.554537534713745
1754094812.2266042,1860000,3.0981380939483643
1754094899.2538943,1875000,3.6259942054748535
1754094985.9404507,1890000,3.7094550132751465
1754095072.2651758,1905000,3.1315386295318604
1754095158.9969375,1920000,2.4624991416931152
1754095245.9263358,1935000,3.3075058460235596
1754095332.4322357,1950000,3.4444961547851562
1754095419.2514877,1965000,3.4930601119995117
1754095510.4399395,1980000,2.625152587890625
1754095599.7962956,1995000,3.2222962379455566
1754095686.144123,2010000,2.998673915863037
1754095773.0322266,2025000,3.2367610931396484
1754095858.522947,2040000,3.0005362033843994
1754095944.872571,2055000,3.3080263137817383
1754096031.5842025,2070000,3.1162285804748535
1754096118.096668,2085000,3.2806649208068848
1754096204.8493173,2100000,2.494986057281494
1754096291.4330952,2115000,3.6109743118286133
1754096377.7538617,2130000,2.406034231185913
1754096464.7383857,2145000,3.718324661254883
1754096551.2425618,2160000,2.639477491378784
1754096637.9478226,2175000,3.6081161499023438
1754096724.7416227,2190000,2.7791881561279297
1754096811.910301,2205000,3.6838951110839844
1754096898.5086503,2220000,2.6094324588775635
1754096985.1831467,2235000,3.2828245162963867
1754097071.8899822,2250000,3.2521607875823975
1754097158.106109,2265000,3.183159589767456
1754097244.7446098,2280000,2.678781509399414
1754097331.468953,2295000,3.7824597358703613
1754097417.968211,2310000,2.723011016845703
1754097504.516466,2325000,3.2838332653045654
1754097591.707464,2340000,2.9908580780029297
1754097678.2019026,2355000,3.6036155223846436
1754097765.1501794,2370000,2.9470901489257812
